start	end	text
2332633	2336378	I want to look at the actual requirements, how they've been captured,
2336982	2342082	You know, sometimes I can say I want a button or I want
2343243	2349051	Something X but in the way it's been translated into requirements made
2349031	2354670	lead Ethan and the team to build Y and X is not Y and so I want to just
2354650	2356543	Connect the dots from...
2357671	2363580	the words of the client teams to what Ethan receives.
2363560	2369200	And so that again contributes to gap in developing.
2369180	2371456	Mission is a good thing.
2371698	2374296	What kind of gives you an idea of that with
2374276	2378920	Some of our most recent ones, or most recent projects, kind of like that.
2378900	2381957	The Chuck Smith one, I think is a good one to show.
2381937	2385771	of how the process works and what we've gathered from them.
2385751	2390715	and we'll see if it all makes sense to you.
2391202	2395542	I'd like to first just start off with, you know, that list Adam you mentioned
2395522	2399406	who was in the meeting, who was in the team, what did you all...
2399386	2404097	Yeah, we can do that.
2404988	2409126	And so then I will also be documenting as we go along
2409106	2412147	what I'm hearing from you, each of you.
2412127	2415555	various parts, the triage process, the intake process,
2415839	2419504	all of that stuff, I'll be putting that stuff in the slides,
2420142	2421472	or whatever it is.
2421492	2424313	And then, you know,
2424884	2430405	I imagine this week will be spent on meeting with each of you
2430942	2436109	separately just to get a sense of deep diving in each area.
2436089	2439687	And then I'll document all of them to a week and say, give me some technical.
2439667	2443669	So I came back and said, but here's all the problems we have.
2443649	2445300	and here's some possible solutions.
2445823	2448259	It's great that you guys have already
2448239	2452157	gotten down this path of kriya so now we need to figure out why it is that that's not
2452880	2458063	taking so and that's that's in an instant stage at this point too where.
2458043	2462856	When we started beginning of the year, close to it.
2462836	2464489	In the spring, maybe?
2464509	2467834	Well, this role itself is really two years old.
2467814	2470585	as of right now
2470784	2475664	Really just started working on the standard operating procedures, the
2475644	2480399	itself over the last couple of months, right?
2480419	2481064	Yeah.
2482073	2483523	The idea has been there.
2484328	2488033	Just getting it formalized and
2488013	2493501	Having it put in place to where everybody knows it, that's where we're at right now.
2495793	2496885	Awesome.
2498099	2499171	And then also
2499944	2504368	That's a part of this week I want to dive into the actual
2504348	2508722	Adam, you heard talking about the tech stack and all that, the actual,
2509462	2513278	frameworks and, you know, tools and how, you know,
2513815	2515147	databases and all that stuff.
2515288	2518375	I want to just get a full understanding of that as well, but that's not
2518355	2521868	And the music priority, that's sort of what worked out.
2522236	2524618	The list I think my teeny pigs are just.
2525915	2531166	Now that I've met you all, the next step for me really is to
2531770	2536819	get the account set up, log in and then have Ethan walk me through what is
2537626	2541510	what they're using, the accounting folks and the modules.
2541895	2544261	with features and all of that.
2545150	2545898	And then
2546570	2549442	Scott, meeting with you to understand
2550552	2554420	triage process, how that works.
2554889	2558875	I want to do this all and what I have a good understanding of our internal
2560255	2565169	People process technology stuff before I start engaging with the client itself.
2565824	2569641	When I engage with the client, I want to sort of, beyond just introductions,
2569840	2573657	Maybe the initial call is just in your production, but I want to also sort of
2574042	2579766	you know, have some slides and talks about, hey, this is the new world we're going to for intake,
2579746	2583175	No longer do you just call Ethan a team.
2583155	2587798	I'm being a little harsh, but this is what the intake process is going to look like.
2588268	2593131	you know, maybe some forms for you to fill out when you have an idea of
2593111	2598615	the new thing that you want, or maybe this is where you go to see if the system is down,
2598595	2601771	or those kinds of classes of
2602274	2606952	Issue the things that they can tools that we can give them to help themselves.
2607286	2610985	and then if nothing works, then yes, contact Scott.
2611572	2614377	or call this number, whatever it is.
2614492	2620502	And so that's, I wanna reach that point before we engage with the clients
2620482	2625784	And then separately I want to talk to them as well to get their side of
2625764	2629363	Why is it that, what is it that is not working for them?
2630770	2631775	And then,
2631755	2637090	Because now right now I'm hearing your side of what's not working.
2637070	2641613	I want to hear their cycle once working and then come across there.
2641593	2646135	And then we can come up with a proposal for how things should change.
2646588	2649932	and then start living that change, as they say.
2650604	2652536	But that's a little bit wasted right now.
2653120	2655636	So what's your idea on...
2655616	2660817	Like as far as your time goes, I don't know what your availability is, but
2660797	2666082	Like once we get you set up with access and everything, we can kind of walk you through that.
2666062	2670618	Should we just create some calls for you to discuss?
2670760	2670840	Yes.
2670820	2673844	But my lease, once I have the account set up,
2673824	2676489	and I can log in and take a look at stuff.
2676510	2678468	I want to meet with Ethan
2678448	2683564	had him walk me through, hey, this is what the accounting folks are using right now.
2683544	2688053	Then I don't know who can walk me through the JIRA.
2688033	2691531	Issues that are more specific more specifically.
2691551	2693622	I want to understand that
2693602	2696811	Right now, I am...
2697736	2702177	schedule to spend four hours a day with you guys, you know,
2702427	2707273	I have some flexibility in terms of when that is, so I can work based on
2707253	2713129	what your calendar looks like in terms of eating with each of the folks.
2714071	2718647	And so... Yeah, we'll get a feeling about that whenever we start.
2718627	2719837	getting into talking.
2721088	2722782	Are you in Central Town where you're at?
2722762	2724623	I'm Mountain Tide.
2724643	2726038	Mountain Tide.
2726018	2729768	You know, 8 o'clock, your time, Sunday time,
2729748	2733328	works for me, we can work something out.
2733308	2737513	If we have a calendar that you all share,
2737493	2743167	and also block off times where I have to use and maybe stop.
2743687	2747757	work on that, like instead of my working hours and that kind of stuff.
2747737	2748681	Okay.
2750469	2753663	Yeah, I know Ethan's got his daily meeting at 8.30 our time.
2753643	2759046	And then we've got weekly meetings with the team leads
2759026	2763197	9 o'clock on Mondays and 9 o'clock on Thursdays in the morning.
2763177	2768682	But yeah, other than that, we can pretty much work around anything.
2769961	2772681	Yeah, I tend to work the mornings
2773960	2777200	You're gonna have to go into the building and other stuff.
2777220	2778729	Yeah, that's fine with us.
2778749	2779212	Yeah, perfect.
2779546	2782036	Cooperate.
2782057	2783008	Excellent.
2784018	2788746	So I make the information on the accounts set up and all of that.
2788726	2793321	I don't know if you're gonna set me up with an internal email address.
2793342	2794450	I believe they are, yeah.
2794430	2799327	okay yeah what's that hit with an email account and like a team's account
2799307	2803110	stuff where you can IM if needed.
2803130	2805283	And I have a Mac machine,
2805871	2806364	Well,
2806681	2808531	that I use, I don't know.
2808793	2810100	We have others with Max.
2810844	2811145	Okay.
2811467	2812573	Not many, but...
2812553	2815577	They do need to just follow that.
2815557	2820235	Yeah, we'll set you up with a VM to where you can remote in and do all your work from there.
2820215	2821770	Good, that's good.
2821790	2822158	Okay, awesome.
2822425	2823997	So then I will look forward to hearing from you.
2824078	2827525	And then my next step will be to meet with Ethan.
2828045	2832334	starts I you know so I'll just work down
2832314	2833563	That'll work?
2834348	2837127	And I'll get you a list of who's who.
2837107	2841448	I don't know if I have a picture next to him.
2841469	2842594	I'll get you who's who.
2842574	2843823	Great.
2844367	2844750	Excellent.
2844790	2845395	Thank you, Chris.
2845475	2846120	This is awesome.
2846241	2847268	Really excited to
2847518	2850559	be working with you all, it's gonna be fun stuff.
2850944	2853683	Nice meeting.
2853985	2855233	Nice to meet you.
2855213	2856439	All right.
2856459	2856701	Thank you.
2856721	2857625	We'll talk to you soon.
2857907	2858389	Sounds good.
2858570	2858852	Great.
2859394	2860178	Thank you.
2860199	2860701	See ya.
2868882	2872163	Bye-bye.
2872404	2873290	Meeting's over.
2875598	2876727	I'm optimistic.
2877593	2878561	What did you say?
2878581	2879790	I said I'm optimistic.
2879871	2881120	Yeah.
2881100	2882029	That's cool.
2882049	2884714	I think if he can help.
2884694	2889760	help us build that middle layer out, like to actually be that
2889740	2893776	customer service, product management, product analysis, triage,
2893756	2897235	and actually like be at the end of the day be
2897215	2899110	serving like the end user as well.
2899170	2900863	Not that we're not now, but like I said,
2900843	2904424	It is a big, it does create those gaps whenever
2904404	2907546	we do an initial and then we're not really
2907526	2910180	in that customer service realm anymore.
2910481	2913537	You guys are just trying to code and develop and get it out the door.
2913517	2919055	And then you're having to wear all the hats when you do get out the door.
2919035	2924100	with like what's a bug, what's a new feature, what's something we need to roll up.
2924080	2928792	into another iteration what's a brand new thing they want and then meanwhile you're trying to
2928772	2932369	code it all to figure out I think that
2932349	2934022	and just answer questions.
2934183	2936622	Like I said, in the past,
2936602	2939625	kind of like we had to be in the beginning.
2939605	2944587	just because there was only so many people here to do it yeah and now that we're big enough
2944567	2947877	and we can still grow some more.
2947857	2951522	It sounds like his initial plan is to kind of be
2951502	2956028	go between and then once he kind of gets a feel for what needs to happen then it can
2956008	2959048	start developing the treehouse system.
2959028	2963723	Yeah, I'd be a mix of... I feel like, which I think he'll...
2963703	2968110	I feel like what you're doing on the triage is exactly what we need.
2968090	2973055	I just think it needs to be, you guys keep developing and then we need to sell that to the users
2973035	2979045	But like, I mean, I would envision everything intake wise, like he was everything coming into triage in a tree
2979025	2983163	you're determining where it needs to be flow out from there like it
2983143	2986352	maybe we end up having a support team at some point that's just
2986332	2991111	you just hand off to a support team that actually can answer questions, guide people through stuff.
2991091	2996443	to get them through using confluence on their own, you might have a,
2996423	2997952	something rounded to testing.
2998153	3002316	Like if it seems like it's an actual bug, maybe you need to triage something.
3002296	3006653	and then you would also have the product management that's really
3006633	3009394	the ultimate user interaction.
3009475	3011732	I've been doing a lot of that myself.
3011712	3016643	in the triaging part of this testing and reproducing things that
3016623	3020963	that they report and that seems to work pretty well.
3020943	3025637	Coming from testing, it's been pretty easy for me to do.
3025617	3028742	and see like every development piece we do,
3028722	3032927	even if it's a bug like you find going back through like that.
3032907	3038445	Product management piece and like the product manager or whatever we call it like analysis, whatever and
3038425	3043643	always that user go between they're the ones that like helping build out what the iterations are what
3043623	3046731	are, they're the ones doing the user communication.
3046711	3049954	and here's what we're delivering, here's what it's gonna be, what do you need.
3049934	3053987	And like even if you find a bug, kind of route back through them and say, hey,
3053967	3057717	Changing this is this what you're saying, but let them be that go between and
3057697	3062104	and kill off all the communication that comes directly to not just you but like
3062084	3066019	your team, Conrad's team, Andrew's team, it just, like, it all stopped.
3065999	3072010	It all goes through that plug, because right now we just assign it to the team leads if there's a plug, we can just assign it to him.
3071990	3076785	And also, weirdly we have this situation like,
3076765	3081105	During development phase, we have big gap between user and
3081085	3084480	as developers when there is an issue.
3084460	3089155	there's no gap at the immediate quality.
3089135	3095145	There has to be a gap and there has to be a removal of the gap as well.
3095125	3101102	I'm really interested to see what he thinks about the documents that have gotten so far.
3101082	3102953	and what his suggestions would be.
3104261	3106755	So all that stuff is even
3106735	3108410	flowcharted out in there.
3108612	3110367	Yeah, but I think he's
3110347	3114484	He reckoned I mean he alluded to it in the call like he's just one person that he can't
3114464	3118500	do that for everyone, but like getting it off the ground here.
3118480	3121504	would be good and that's the one thing I'd like to see
3121484	3125048	the board like a big picture wise if we're looking at this intake of
3125028	3128676	flow that we talked about and there being a product management team we have to
3128656	3132928	that team and that that might mean people from other teams that like.
3132908	3134744	really feel like they're aligned with that.
3134784	3136115	They would love to talk to users.
3136135	3137164	They would love to be that
3137144	3140353	Analysts go between that might mean that we build a team
3140333	3146142	out of our other teams, out of people that really, because I want people doing like what they love to do,
3146122	3148683	what they're good at doing, get people set up to win.
3149248	3151204	And like if there's people on our other teams
3151184	3154410	like to develop but they feel like this might be a niche then let's
3154390	3157887	let them come in and train and build that out, then we can
3157867	3160907	Again, I'd like to see a pipeline coming up of like
3160887	3162595	That's what I really like to have.
3163017	3164926	Developers are always kind of like you're doing.
3165228	3166594	Developers are coming up.
3166574	3171184	taking on roles that like fit them well and as we have other spots that fit
3171164	3175943	and get them in a place where they can really do well and succeed and help everyone.
3175923	3181613	so it might be that we have to kind of piece together the analysis team
3181593	3185593	from people who would want to do it, would love to do it and do it well.
3185754	3187603	And then we start bringing up more developers
3187583	3189659	to fill those gaps.
3190284	3192683	I don't ever want to get to a spot to where we're like,
3192663	3197712	Say like I mean you coming in and working development wise I know you were fantastic and testing and
3197692	3202133	I don't want to ever be like, well, he'd be good in development, but we can't lose him in testing.
3202282	3203712	I don't want to be that.
3203893	3206672	I want to get people where they want to be and where they can really be.
3206652	3209946	be a star move, so yeah.
3210280	3212166	That's why I mentioned that in the beginning.
3212226	3213321	I'm like, we're not...
3214246	3217590	What we haven't set up now with the different teams and stuff.
3217570	3222147	It doesn't have to be what it is going forward.
3222127	3228036	Like you said, we want to think outside the box if we need to, just to make that process work the best.
3228016	3233352	There is no box.
3233332	3237756	We would need a service and information team like
3237736	3242768	Most of the calls we get from Jayak, it's like they want
3242748	3248404	information from that database or something that has to be like
3248384	3249855	done on the database.
3250520	3252555	So it would be better to not
3252535	3258073	like separate from the development team have a service information team yeah
3258053	3262984	that could directly address Jeffs and Jordan's goal or any other team.
3262964	3267102	I think having that division between like
3267807	3270831	who's actually doing it and delivering it.
3270811	3274712	and the users is like a huge because I just got an email from Joe
3274692	3279100	before this meeting where he wants me to do write a query yeah and he said it
3279080	3283723	It has payroll data, so it's like, I know you'll end up having to run it, so can you just do it?
3283703	3287279	And some of that, I think.
3287360	3289208	It's like, because he knows that like,
3289188	3290398	Ethan can do this.
3290822	3291911	So I'll just call Ethan.
3291931	3292698	Chris can do this.
3292758	3293545	I'll just call Chris.
3293525	3294470	Jacob can do this.
3294551	3295315	I'll just call Jacob.
3295436	3296300	I don't want that.
3296421	3298050	I want it to go through.
3298030	3301712	a funnel that's a team and like whoever's talking like
3301692	3303769	is never the person to actually deliver.
3303930	3305442	I don't want Jeff to know who does what.
3305422	3309576	I want there to be a person or a team he talks to.
3309556	3314436	I think that's just good across the board anyway, but that's how all this ends up.
3314416	3317997	In reality, he could have easily sent
3317977	3319977	this request to a triage team.
3320542	3322198	It could have gone through this
3322178	3327598	hand it off to the developer, and even if there's not security to run it on production for the payroll stuff,
3327578	3329689	It could just be like what you would normally do.
3329709	3331700	You would just send me a script and say, can you run this?
3331740	3332745	I've written everything.
3332725	3336263	Like it doesn't have to come directly to me or directly to you.
3337087	3338112	I don't know how much
3338378	3344389	We're talking about database, writing database queries and databases in general, and we've got two
3344369	3346863	a fantastic job.
3347386	3349941	And she got more involved in it.
3349921	3355932	A lot of those scripts that you end up writing just because you have access to it.
3355912	3358935	She's our database admin.
3358915	3360001	That'd be awesome.
3360664	3364082	Include her as part of the teams, as one of the teams.
3364062	3369735	And even if we had, like in these specific situations where,
3369715	3373583	like Ethan or whoever's writing these don't have access on production.
3375031	3380367	Can't we have something, I know we've talked about doing something
3380347	3384028	in the schism or whatever in the pipelines to where we can throw out
3384008	3388872	Stuff like that where maybe all you got to do is click approve and then it runs it
3388852	3394288	In the banking system we used to have this
3394268	3397461	where whenever we have an issue on production,
3397441	3401410	We, as a developer of our service, we raise a ticket
3401390	3405443	and the ticket directly goes to the in-charge product owner.
3405423	3409527	And when he approves, he will approve the session.
3409507	3413762	for a certain time, like one hour, half an hour, whatever the time.
3413742	3415440	that requires the job.
3415965	3417238	And once that is done,
3417218	3422385	We will also have logs that monitor our actions and
3422365	3427072	Whenever you want you can just see those logs like what this exact user has done.
3427112	3427313	Yeah
3427293	3429124	From the security point of view.
3429144	3431700	Something like that would be great to build out.
3431680	3437691	I mean, that's another scalability thing that we're, what we're doing now isn't scalable, it's just what it's always been.
3437671	3443395	I don't know if this is the right place to ask or not, but I've just always been curious when you write a script like that.
3443375	3448947	and then you send it to somebody else to run, don't you kind of feel like you're flying blind a little bit?
3448927	3450246	Yeah, for sure.
3451727	3451950	Definitely.
3451930	3455967	when we're dealing with the employee or payroll data,
3455947	3459747	tricky to know if my script is correct because
3459727	3463695	Jordan a lot of times knows roughly what number he's looking for than what I'm looking for.
3463675	3469483	or especially with payroll data is like millions of dollars different because it's all scrambled, you know.
3474172	3477617	I kind of like that idea, though, that you were talking about, to wear it.
3477597	3481330	you approve like a window of time and then just kind of
3481310	3487101	After that it just expires and again you have to price another ticket for that.
3487081	3492771	And we had a project years ago called like data extract that never got out the door.
3492751	3493900	I do remember that.
3493921	3496703	Yeah, but that was the idea of it too, was that
3496683	3501377	like you could just connect to this, and which it's still,
3501357	3506575	the end goal of it is still or the the first iteration still kind of living out there but
3506555	3512008	the users could connect to that service from Excel and just pull
3511988	3517645	specific views we had written on SQL and they could just load an Excel sheet and manipulate it and then make their own.
3517625	3520648	export files or whatever they needed to do.
3520628	3525610	The idea of that was that like a developer could just write a function or a view
3525590	3529035	let it get deployed and then the user does their own thing if they need.
3529015	3532562	And also I thought of one more project like
3532542	3535937	have a service that runs on the production side.
3535917	3539956	where it just tracks the user actions.
3540137	3541624	Like for example,
3541604	3546889	Jeff has done some action, like he went to Jack Smith, he did click on this.
3546869	3548761	and this, this, and that.
3548782	3550855	And he came and frozen.
3550835	3555259	When he calls us, he'll be explaining the whole thing.
3555239	3561250	Instead of him explaining those what he has done we can just go to the server log and
3561230	3562279	and just make those logs.
3562300	3565367	And that would help a little bit with communication too.
3565347	3568170	People are trying to explain what they've done to produce a bug.
3568210	3569299	They miss a couple of things.
3569279	3572657	and they can't replicate that bug anymore
3572637	3575965	In a limited sense, some of that's...
3576248	3580740	was done in the database where you would have changed by certain, right?
3580720	3585178	But it's kind of like that confirmation thing that we've been chasing.
3585158	3588115	what are we missing that she's been doing
3588230	3589523	It doesn't catch everything.
3589704	3592047	Yeah, it just checks, okay,
3592027	3597531	This data cell got changed, this data row got changed by this person at this time.
3597511	3599286	You don't really know much fun on that.
3599769	3601564	But it is helpful.
3601544	3606576	You can at least see, oh, okay, well, I see when the last time the record was changed and by who.
3606556	3609580	Now we can go back and ask them what they were doing.
3609560	3612389	This way, like you're talking about, we wouldn't necessarily have to do that.
3612409	3613258	We have a record of it.
3613238	3618557	Make notes of all those things, like the SQL access times.
3618537	3624497	the deployment approaches and the like the stack tracing and user step like logging
3624477	3626594	All that stuff's good, just take note of it.
3627098	3629053	Especially as we go through this with him,
3629033	3632057	build out what we want our intake and flow to look like.
3632037	3636647	if there's pieces like that that may not be directly part of the flow but we need to add in like we need to
3636627	3638048	note that and remember it.
3638109	3639651	I kind of feel like that's something he'll
3639631	3644325	probably identify like if you're talking about with the logging and stuff, like that's somewhere where we're kind of lacking and I feel like
3644305	3650316	maybe that's something he'll bring up that'll help us a ton with being able to communicate with the users that we can actually see.
3650296	3655227	What's going wrong over the years happen and stuff walking we a lot of times like
3655207	3661217	I feel like at least our team, our process is kind of
3661197	3665250	I wouldn't say haphazard, but you know, we don't have like a ton of structure with it.
3665230	3668946	we don't have very specific requirements for how components should be.
3668926	3673485	you know implement and stuff so i write is a little bit differently so on this page we may have good error handling on this one
3673465	3676489	We may not, or we may forget to add logging here.
3676469	3681079	stuff and that's been that's been bittersweet over the years it's been cool because it's it's
3681059	3684083	It's granted a lot of flexibility for teams and developers
3684063	3690073	try new things so like we haven't learned hamstrung people on certain technologies but the other time other side of it
3690053	3693164	we ended up having kind of the wild west of technology.
3693508	3694174	Yeah, absolutely.
3694154	3697667	It's opened up doors for like
3697647	3701194	learning new things that we wouldn't have learned otherwise but it's also made
3701174	3702302	a lot of problems too.
3702746	3706695	So are you talking about standardizing how apps are written?
3706675	3709817	where everything has to be more on the structure.
3709797	3714508	Structured and everything has to have a tri-catch and everything has to have
3714488	3716685	Yeah, I can see it's benefiting from better coding standards.
3716705	3718761	Or are you talking more like minting or things like that?
3718741	3721849	Yeah, I feel like having better coding standards might
3721829	3725562	where it doesn't really matter what language you're in, but making sure that, you know,
3725542	3728683	If you're writing a service or whatever, you need to have like error handled
3728663	3731711	at each step or logging it needs to be in each thing.
3731792	3732317	I don't know.
3732337	3733003	I just...
3732983	3737543	yeah like for example logging it seems like a
3737523	3741897	product like we could take over and implement into the apps but
3741877	3744431	It's not as easy as we think.
3744632	3747769	Sometimes we might have to rewrite the whole app as well.
3747749	3751262	because the app was never written to be
3751242	3756578	or to include any logging system into it so yeah it's like
3756558	3760408	Every user control has to be really done.
3760388	3764914	and all these different platforms out there that don't talk to each other well.
3764894	3769285	Yeah, which again, if you talk to someone like some developer,
3769265	3774246	If we had to rewrite this whole app, they would not agree.
3774226	3777368	I mean, they would agree, but it's just like, yeah.
3778816	3783055	it feels like a big workout a big project and once we
3783035	3785230	step into that project.
3785250	3788995	Again, if we are getting calls from Jeff and Jordan,
3788975	3791373	It will break the mold flow.
3791756	3794496	You're going to have somebody to fry in that for you.
3794476	3795914	For sure.
3797378	3799097	Very optimistic though.
3799117	3800492	I love it.
3800512	3801482	Not for good talk anymore.
3801462	3807473	I think Zach got the user set up.
3807453	3813193	You're probably as good to get the user's phone and whatnot from.
3813342	3816906	You can ask about the log and everything.
